source,review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,laguage_code,country_code
Google Play,3277ffaf-a7aa-47fe-b800-ced0ec7336eb,Paloma P.,,"I would like a 2 step verification to the avira account through QR code to log in option, option to import/export selected passwords to move to different accounts of password managers, offline password manager option, pin to unlock option !. thank you!",3,0,2022-08-09 20:28:27,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-08-10 07:05:03,2.9,en,us
Google Play,69c4ee78-3852-4079-85ae-ca9e08140752,Michael Kerr,,"Works great, easy to use.",5,0,2022-08-09 18:51:04,,,2.9,en,us
Google Play,7bd259ce-11f5-44fe-b151-f8d650bb5046,Vipin Rohit,,worst app...totally worthless... saved my very important note and it gets vanished the other day...seriously..the app is a bad joke!!!,1,1,2022-08-06 13:21:39,"Please count on us in finding a solution to this inquiry. All you need to do is to contact us in German or English.
Our Premium Customer Service is available also for French, Italian, Spanish and Portuguese languages
and can be reached here: https://www.avira.com/en/support",2022-08-08 09:15:59,2.9,en,us
Google Play,cd77226e-fe75-4f0a-b99e-f1c6f674bd5e,Racing Wu,,Such a great app! I am really a fan of AVIRA NOW!!!!,5,0,2022-08-03 13:54:55,,,2.9,en,us
Google Play,ea485d22-1db4-4acf-a52f-19f98b98f7b7,maha kattarnark,,Installation and registration for this app on my laptop was easy ... But inexplicably the playstore version for Android took forever to download ... The laptop version often makes errors when saving details of multiple accounts from the same provider (eg: gmail) ... So be careful to double-check what exactly is being saved!,3,0,2022-08-01 09:47:50,,,,en,us
Google Play,1603380b-2dc2-4e08-a04e-4b80b929db57,Karen Essay,,Dosen't work well on laptop,3,0,2022-07-31 14:22:07,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-08-05 08:32:28,2.9,en,us
Google Play,d1431f33-8e85-41e7-bc45-d570c004ee06,Nazmul,,That's a good app to save my password,5,0,2022-07-30 18:36:47,,,2.9,en,us
Google Play,6ff88460-4b09-4b3e-8966-821c29cb89b2,Terry Reed,,Really appreciate this apps abilities and protection. Seems much less intrusive than other major security apps.,5,0,2022-07-20 19:17:37,,,2.9,en,us
Google Play,61359af1-204e-46de-a881-b7f5a2bb7416,Abhayendu M,,"Unable to delete my account, please help",5,0,2022-07-19 15:22:19,,,2.9,en,us
Google Play,9bcbca5a-42bf-4273-a387-418a233d42dc,Aarohi Gaming,,Nice,5,0,2022-07-18 05:51:50,,,2.9,en,us
Google Play,fdefc383-b91e-42e1-81fb-6c4048df80dd,George Kehas,,"The app is inconsistent. I use it on 3 devices, my phone, tablet & laptop. Works pretty well on the laptop but sketchy on the other 2. It often doesn't fill fields, I have to go into the app to use it or just get the info for the account and enter it myself.",3,21,2022-07-14 17:48:48,,,2.9,en,us
Google Play,4a1677ae-8d01-4bb3-8877-237f9bb04700,Sandra Peters,,Great potential bu extremely difficult to navigate the horrendous complexity.,5,0,2022-07-13 12:12:57,,,,en,us
Google Play,47089121-f8ed-47b6-8343-52ab2f10e752,thasindu himashaka,,Super useful!!!,5,0,2022-07-05 06:44:27,,,2.9,en,us
Google Play,d73f6eeb-3f7f-4cf6-bd51-04002dc862be,Cléber Macieski,,"Great tool! Could use more flexible ways of passwords creation, like only uppercase or just numbers.",4,0,2022-07-04 15:30:24,,,2.9,en,us
Google Play,5d3f1244-213c-49ab-b664-05195052007f,Meghan Galindo,,"I've been using this for close to a year now and the last time I got on all my passwords were completely gone. Must have been a glitch or something, because it says I haven't made any passwords yet.",1,0,2022-06-29 15:34:27,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-06-29 20:39:34,2.9,en,us
Google Play,456dffb5-2a28-46ef-ac6c-f1f527c70afa,One 4All,,Card scanning do not work at all,1,0,2022-06-27 10:53:05,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-06-27 20:57:28,2.9,en,us
Google Play,c8081c49-01d8-42b1-a3b8-9c3581ccf283,Jose Van Eekhout,,Very useful!,5,0,2022-06-27 08:33:07,,,2.9,en,us
Google Play,6d6a1cdb-773f-4c9a-81aa-ddd611db501c,Duane De Bruyn,,Great password manager,5,0,2022-06-26 18:04:07,,,2.9,en,us
Google Play,8472ab19-53c7-4a85-98ef-5d775f6adaa9,Peter W,,This morning I woke up and learned that I can't reach my account because Avira is applying sanctions. It'd be great if at least some warning message was sent. Anyhow by using a cheap VPN I could reach my passwords and delete my account. Hope we won't see each other in future. Thanks for everything...,1,9,2022-06-24 14:23:46,"We are sorry that you are facing difficulties with our product.
Unfortunately, we need personal data to solve your inquiry.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2021-12-28 07:50:27,2.9,en,us
Google Play,e225a8de-c3c3-4040-96ca-d4bcb2001f3a,Matt Richardson,,Super easy. Much better than Lastpass.,5,0,2022-06-22 11:10:50,,,2.9,en,us
Google Play,9d3f0995-90af-457e-844a-d62609331cfa,Ron P.,,"Nice password wallet. It sometimes is a bit reluctant to pop-up when entering a login page, especially with Firefox.",4,5,2022-06-22 06:21:45,,,2.9,en,us
Google Play,9947b0f9-fe08-44b2-bc70-0aa91b73adc0,Jorge Córdoba Illescas,,One of the best free multidevice passwords managers,4,0,2022-06-20 21:24:29,,,2.9,en,us
Google Play,e687ec40-b1d1-4225-bc5a-4f96aa22c723,Can,,It crashes my os whenever i use it on walmart app. Please fix it. Android 8.0.0 stock version.,3,0,2022-06-19 07:58:51,,,2.9,en,us
Google Play,f852a98f-948c-4d10-af92-ac5c25245005,Michael Morgan,,Constantly will not pop up in apps or webpages to allow me to autofill have to open avira app login then copy passwords.,3,0,2022-06-18 01:52:35,,,2.9,en,us
Google Play,f0d36644-6e77-44ec-8db3-96dfc304382b,Tizeri Berkane,,I love Avira password vault and it do what it suppose to do. It is simple but strong,5,0,2022-06-08 00:58:11,,,,en,us
Google Play,1d16e8e2-d32d-4508-be30-681a36999dbb,Harrison J,,"App started out great. Everything that I needed. But after a while passwords would not update across multiple devices. And then when I open the app absolutely no passwords come up, meaning the entire password databases blank. Inexplicable errors that make the entire system unusable unfortunately. I'll probably give it another week to see if the developers fix these issues then I'll simply move to another system. I would be willing to pay for a quality app",2,38,2022-06-06 14:04:45,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-06-06 14:47:32,2.9,en,us
Google Play,ec6b304f-ceb5-45d0-bee4-913c0926b3ef,Moheed Naem,,It is very useful and really secure. The msot thing I like about this app that it is work on any device you have and sync across all of your devices. Also the free version is more than enough.,5,3,2022-06-05 18:57:43,,,2.9,en,us
Google Play,0e4506dd-5560-45b5-8820-1f80d60471e9,Brent Parsons,,Worked great until yesterday and I opened it up to find all my passwords gone,1,0,2022-06-04 12:57:52,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-06-06 14:23:15,2.9,en,us
Google Play,b059ddf9-68b1-41db-9da9-073347416782,Lisa S,,This app is a LIFESAVER,5,1,2022-06-02 01:27:05,,,2.9,en,us
Google Play,3069c29f-e8fa-4f00-8f4c-9f42ce31b46a,Bruno Quevauvilliers,,One of the best and easiest password manager. No problems for over six months!,5,1,2022-05-27 10:57:25,,,2.9,en,us
Google Play,68c7afdc-d637-45c5-ac37-ead99608a178,Stevan Gaskill,,"It's working pretty good, but unfortunately does not update well between the app and the website",4,0,2022-05-24 16:51:14,,,2.9,en,us
Google Play,cbff1bd0-4b7b-4b4b-b89e-5082c69f7202,Farhan Alam,,A must have app in everyone's phone. Very handy and easy to use.,5,0,2022-05-23 09:25:13,,,2.9,en,us
Google Play,f964ced2-18bc-41c1-b717-1a1995a56d98,Fredrick Tan,,Great app,5,0,2022-05-20 14:37:12,,,2.9,en,us
Google Play,dd8febc0-4157-46bd-b853-d7ba98c3cd78,James T Crowshaw,,Great ...very helpful!!,5,0,2022-05-13 13:56:30,,,,en,us
Google Play,4ede47f5-1499-4e97-b533-66899330ce41,Michael Andrew,,Very good for a freebie!,5,0,2022-05-12 20:11:08,,,2.9,en,us
Google Play,3abbcad8-76d5-43a5-823a-7c05fb6cfe06,Rye Ayan,,easy to use,5,0,2022-05-11 01:19:19,,,2.9,en,us
Google Play,e5d8714e-e188-424d-9023-a1873df49505,ALBERT AIKINS,,Great Password manager app,5,0,2022-05-07 10:25:07,,,2.9,en,us
Google Play,e9b95757-3555-4047-9af7-530b76acb447,Luke Fitzgerald,,Love it,5,0,2022-05-05 08:39:09,,,2.9,en,us
Google Play,6a4fc1a8-7e51-44f5-b820-0a8d45b6af70,Gordon Willetts,,"Really good,safe protection!",5,0,2022-05-01 15:41:47,,,2.9,en,us
Google Play,c6952ca1-780e-4aa5-9d7b-1bd1c3261584,Clark K Davidson,,Great,5,0,2022-04-29 07:34:12,,,2.9,en,us
Google Play,db2435d6-f2ed-477f-8460-fd9464da089b,Kingslords Socialmedia,,Doesn't let me log in anymore! Liked it when it worked but I will have to switch to Last Pass. I need a PWM that I know will work whenever I need it. Not being able to log in is just not acceptable for a PWM.,2,2,2022-04-28 14:05:44,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-04-28 20:05:02,2.9,en,us
Google Play,b3c270a1-c06e-4df0-bb21-f5629f2f34cc,Nabeel Abdul Jaleel,,Unable to login,1,0,2022-04-28 07:37:11,"We are sorry that you are facing difficulties with our product.
Unfortunately, we need personal data to solve your inquiry.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-04-28 11:30:59,2.9,en,us
Google Play,21cc7c82-5f43-4f65-be8b-3f64f8e5a532,Roberto Ruiz,,Cannot login into mobile devices. Poor app.,1,1,2022-04-27 12:31:07,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-04-27 18:03:09,2.9,en,us
Google Play,3e85a3d8-592a-4872-a8ac-1c45041ed0fb,Wayne Halford,,Works well and is free.,5,0,2022-04-22 17:05:35,,,2.9,en,us
Google Play,3189454c-2e15-4783-ad44-7bd5ae9cdab0,Samano “Samano” Lai,,"Why can't I log in, on and off have this kind of problem, really annoying.",2,0,2022-04-22 03:01:44,Hello YC Lai. We are already investigating the actual Problem and this will be fixed during the next days via a Google Play Store update for our software. We apologize for the problems you have and thanks for your patience.,2020-06-02 10:53:54,2.9,en,us
Google Play,0fe303b2-0559-44a7-b5ee-2b76d4ddd70d,cagatay emre dogan,,Great! I trust Avira,5,0,2022-04-20 14:38:17,,,2.9,en,us
Google Play,6ca58f08-8448-4b15-a4e1-a9832d390c71,Ute Moorhead,,Excellent,5,0,2022-04-20 13:43:26,,,2.9,en,us
Google Play,249fc15c-3392-45c4-9b7f-a9745c2e66d3,Marion Svendrowski,,Retains a retarded portrait mode even on a tablet,3,0,2022-04-15 02:45:01,"Please count on us in finding a solution to this inquiry. All you need to do is to contact us in German or English.
Our Premium Customer Service is available also for French, Italian, Spanish and Portuguese languages
and can be reached here: https://www.avira.com/en/support",2022-04-15 20:38:24,2.9,en,us
Google Play,09121dbd-9f22-406c-8059-397101fe5ea2,oliver anthony resurreccion,,"Very nicely Done AVIRA. But I don't have money for your PRO version, uninstalling now.",3,0,2022-04-13 09:43:21,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-04-13 12:34:49,2.9,en,us
Google Play,77fd49ab-0cee-4e2b-96b3-9f8aa7edc799,Kane Alkoraghooli,,When logging in sometimes. It shows I have ZERO data/passwords. Stopped recognising my Master Password. doesn't let me change it after loging in with biometric credentials. And now I cannot use my passwords on any other device.,5,6,2022-04-13 02:41:46,"Hello Kane, We are sorry that you are facing difficulties with our product. Unfortunately we need personal data to solve your inquiry. Therefore please contact our support via https://support.avira.com/hc/en-us our community https://support.avira.com/hc/en-us/community/topics or directly via Twitter / Facebook.",2020-06-02 06:12:38,2.9,en,us
Google Play,fbc032f6-414c-4417-afbf-eb6d6044006a,Siniša Kolić,,"Great password manager, only one you can use free on more devices !!!",5,0,2022-04-12 15:06:36,,,2.9,en,us
Google Play,4a50b570-ec7a-4f22-a7a1-d17cf5d355e2,Matthew Owens,,I hope this one dosent fail me like sticky password did,4,0,2022-04-10 20:05:26,,,2.9,en,us
Google Play,511f50de-16c9-4860-b240-e1b3733bb206,Ivan S.,,Recent updates have resolved previous issues with the app.,5,0,2022-04-10 16:44:43,,,2.9,en,us
Google Play,d9209243-405a-49be-a5bb-bfd8f3048bf8,sue howlett,,Stopped working on android phone. Cannot log in on app but avira password vault does recognize my credentials on a browser with URL. App fails after displaying a captcha message but never displays a captcha challenge. Server just responds invalid email or password. It was great when it was working and way ahead of some other vault offerings for android. Doesn't appear to have a support option on the avira website.,3,18,2022-04-09 19:38:23,,,2.9,en,us
Google Play,e7093e41-c43b-4713-b1a0-00dcb926b598,Nicola Rottermann,,Perfect. Very easy to use.,5,0,2022-04-08 05:00:11,,,2.9,en,us
Google Play,9438a0bd-b92b-4dac-b3f0-1eb17aa9fa34,Tony Timmer,,Top,5,0,2022-04-06 07:47:43,,,2.9,en,us
Google Play,05ccee02-1251-4e79-9676-2bee2dc7ea71,ogle ogler,,"Great. A pattern lock would be good. It only uses biometric and the actual password, no option for pattern password.",4,0,2022-04-04 13:36:32,,,2.9,en,us
Google Play,f7aa8071-e3f7-425f-b0ad-346bd1d41e21,GM Ashley,,"Easy to use and organized very well. Love using this everyday, thank you!",5,0,2022-04-04 03:34:42,,,2.9,en,us
Google Play,61e49c41-ec10-482f-816a-51f0e8691ef4,Audrey Hardy,,Love it,5,0,2022-04-03 20:48:05,,,2.9,en,us
Google Play,c862733e-858b-40cd-8332-175cec79cc59,Joseph Chen,,"Inconsistent ability to automatically fill in password fields; often need to copy and paste, which is very inconvenient. Also not great at managing multiple userids/passwords per URL, or unique URLs by port number.",2,0,2022-04-01 07:37:23,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-04-01 13:57:04,,en,us
Google Play,7645834c-90b2-4092-86c3-e0267a73c92c,Martin Colley,,Works realky well,5,0,2022-03-29 19:32:32,,,2.9,en,us
Google Play,4f472a3a-c0f5-442b-94db-a152cca13ca2,Elthar Hunter,,"Great app, does it's job well.",5,0,2022-03-22 22:27:05,,,2.9,en,us
Google Play,5425bd45-0779-4ca6-b4b0-bbf601d28876,Vinnie Maxwell,,Easy and helpful app.,5,0,2022-03-22 08:34:34,,,2.9,en,us
Google Play,d18dccbd-0be1-4556-895e-80a391553cc6,Chad Luhar,,Can't access my notes when offline.,3,0,2022-03-20 13:53:01,"We are sorry that you are facing difficulties with our product.
Unfortunately, we need personal data to solve your inquiry.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-03-21 13:39:40,2.9,en,us
Google Play,bb20a171-4948-4b4d-ae10-d0506d280234,Ayesh Rathnayaka,,Not password genarater in mobile application,5,0,2022-03-17 08:01:10,,,,en,us
Google Play,fc8ca55f-0f97-4761-be29-6b59a5636297,Chris Brown,,"The website access does not stay on, therefore I have to keep setting it.",2,0,2022-03-15 21:58:55,"We are sorry that you are facing difficulties with our product.
Unfortunately, we need personal data to solve your inquiry.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-03-16 12:34:59,2.9,en,us
Google Play,b051652a-a4df-4d4d-89fc-b5c5dd75a1a1,Napoleon Yam,,The app works!,5,0,2022-03-12 22:23:52,,,2.9,en,us
Google Play,927e40b9-8f91-4edb-baf4-a1bc50b24b25,EthanY3K Gaming,,"Great app. It's like Google password manager, but better.",5,0,2022-03-11 23:40:21,,,2.9,en,us
Google Play,8c5a9519-139f-40ab-a7e5-a7e5a9a0e8cd,Omar Badr,,Amazing password manager. Does everything I need and does it well. I especially like that it has 2fa.,5,1,2022-03-10 20:59:19,,,2.9,en,us
Google Play,482cf875-bab1-4229-95d5-53112aae098e,Ron Simms,,This app does what it says it does. Exceeded my expectations.,5,0,2022-03-10 20:40:32,,,2.9,en,us
Google Play,78885211-91ce-487a-b9b9-87c428164c77,Duane De Bruyn,,"Great password manager and safekeeping of important notes, also has a swift autofill function that works well on all platforms.",5,1,2022-03-10 16:45:02,,,,en,us
Google Play,dc67f43b-dd70-4f70-bb17-010f72a04d66,Jim Drummond,,2 hr fight reset logout restart both laptop and phone still not recognising email or password.,1,0,2022-03-10 11:14:20,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-03-10 23:40:49,,en,us
Google Play,2e5ac618-fc17-4551-9bd0-b5e86648a80e,Faisal Zafar,,Wonderful,5,0,2022-03-10 06:51:01,,,2.9,en,us
Google Play,545833e9-26e4-4242-b938-4837c74cd129,Ryan Merrill,,"Easy to use, simple and clean interface, device interconnection. Great program.",5,1,2022-03-09 17:55:36,,,2.9,en,us
Google Play,579a6d97-e048-41c8-89ba-251d60263ca2,Deepak Vibhandik,,Beautiful app. Only more discount needed.,5,0,2022-03-07 13:07:14,,,,en,us
Google Play,2557558b-f955-493e-ac6f-6afb279cbb1d,Peter Lawton,,Excelent app apart from inap adds i am paying for premium service .,5,0,2022-03-06 05:11:38,,,2.9,en,us
Google Play,77faab22-7747-40c6-ae07-5143bf3d0bd7,Remember The Fallen,,Up until the latest release I enjoyed using this app however I can no longer sign in to my account using it. Everytime I try I keep getting an error message below the email field that says INVALID EMAIL FORMAT. My email address hasn't changed,3,0,2022-03-05 14:43:53,"We are sorry that you are facing difficulties with our product.
Unfortunately, we need personal data to solve your inquiry.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-03-07 15:51:08,,en,us
Google Play,aaa6ac65-91fe-49c0-bd55-898d10a78b94,Panagiotis Kapositas,,Amazing app!,5,0,2022-03-05 14:28:07,,,2.9,en,us
Google Play,61584863-18a6-40fc-bb5e-b38fa0bd0e56,Tim Barrett,,Could not find any way to import passwords from another program. This makes it useless. I have 234 passwords stored I am not going to input them one by one. 3-4-22 Thanks for your reply but I've moved on to another app. But why wouldn't there be an import function inside the app itself like every other password manager? Who's gonna know to go to the website to do that?,1,2,2022-03-03 15:03:48,"Hi Tim,

here you can find the instructions how to import your passwords:

https://support.avira.com/hc/en-us/articles/360000814057-Export-or-import-data-from-Avira-Password-Manager",2022-03-03 10:44:52,,en,us
Google Play,6bebc5c0-e2d5-4a31-98d4-3b0140449a8f,Julian Klemm,,"No problems, works on my phone and computer and is free",5,1,2022-03-03 12:30:46,,,2.9,en,us
Google Play,bf13e607-afd3-4e7c-88be-f2b90180358b,md azhar,,👍,4,0,2022-03-01 00:22:38,,,,en,us
Google Play,221fb3db-8fa7-4a77-83c2-63c71e3b5271,K P,,The best 😎,3,0,2022-02-27 23:26:30,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-02-28 10:25:06,2.9,en,us
Google Play,0b6354ad-13ad-4f3a-a435-ffcf837a618e,dave lee,,Very good APP,5,1,2022-02-27 17:37:20,,,2.9,en,us
Google Play,896cf677-e124-4fb5-a24d-ed22bf4695c2,Vikey Gaming,,Haat,5,0,2022-02-27 16:00:17,,,,en,us
Google Play,f33f90be-f937-4076-af51-86fe1424de5d,Sergio4 Brandon,,"Awesome, just what I was looking for :D",5,0,2022-02-26 20:30:30,,,2.9,en,us
Google Play,db278397-82f6-4a88-8258-02dc156a7a52,Max Minds,,Superb!,5,0,2022-02-25 14:44:58,,,2.9,en,us
Google Play,e4195858-4a0d-433a-878f-32b1440254b0,Thomas Wening,,I have been using Avira PWM for two years now and I am very satisfied with this product. I am managing all my passwords with it and the generators for my accounts with 2FA. Adobe PWM is very reliable and adds a lot of security to my accounts. I can only recommend trying it out.,5,2,2022-02-25 13:59:24,,,2.9,en,us
Google Play,7849a527-9b62-426e-a0b4-3e4ec3ee025b,Aryan _Mehra,,00 ❤️❤️,5,0,2022-02-23 22:27:57,,,,en,us
Google Play,996c4541-ab71-41f7-aef2-0c355bf0b62e,Devjit Banerjee,,Trying out the free tier of Avira PWM at the moment. I cannot say about others but i personally have liked the experience so far. Auto fill works good with Chrome. I'm assuming it will with Edge Chromium too. Separate toggles for app auto fill and browser auto fill is very much appreciated. Suggestions: 1. The phone apps dont seem to have a password generator and I think a password generator should be added. 2. The cost of the pro subscription seems a bit high (considering Bitwarden's price),3,19,2022-02-20 12:02:46,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-02-21 08:01:59,2.9,en,us
Google Play,03089846-7596-44de-a6b2-bb5716997843,Chern Wern Pao (Pao),,Does what it says on the tin. Allows multiple devices.,5,0,2022-02-20 09:56:13,,,2.9,en,us
Google Play,bf7e2370-3680-4d46-9348-26220117274d,jef Grace,,"Avira password manager has been a time-saver, a brain-saver and of course, very secure. A great product!",5,0,2022-02-20 07:30:25,,,2.9,en,us
Google Play,316ddc3b-202e-431e-8556-721ff20b6df4,David de Groot,,Doesn't work for me as the free version cuts the URLs short the the main domain and extension. As a technician user I have a list of subdomain access with different logins. I contact support by Feedback and that leads to the Google play appstore.,1,6,2022-02-20 06:13:21,"We are sorry that you are facing difficulties with our product.
Unfortunately, we need personal data to solve your inquiry.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-02-21 08:02:24,2.9,en,us
Google Play,b9797ff6-0f22-453f-bec2-e02318eb67b8,Jorge AT,,Great Products from Avira,5,0,2022-02-18 03:02:54,,,2.9,en,us
Google Play,3d009850-7223-4362-844d-063af430cbca,Demetri Loizou,,"Not perfect, but better than nothing",4,0,2022-02-17 19:55:24,,,2.9,en,us
Google Play,2af06566-5af2-4893-b18d-eb5c157a1f3b,Darrel Winchell,,"Can't beat this, especially for free.",5,0,2022-02-16 18:01:23,,,2.9,en,us
Google Play,f9fb2083-e9ad-4fc4-9d72-606dec86be40,Arun Arora,,Gud,5,0,2022-02-13 20:42:56,,,2.9,en,us
Google Play,e4fa9bb9-897f-4f13-995f-dea6d7fbff32,Dennis Schukman,,I have been using this app for a couple of weeks and find it easy to use and it makes my logins very accessible to me. I like it alot.,5,2,2022-02-13 18:18:37,,,2.9,en,us
Google Play,03a9c690-5f9b-4e3a-b347-a66aa17ddd89,Seth,,Very capable of storing passwords but the autofill feature just doesn't work even after enabling it in settings. Works fine as a chrome extension on desktop though.,2,0,2022-02-12 15:12:26,"Please count on us in finding a solution to this inquiry. All you need to do is to contact us in German or English.
Our Premium Customer Service is available also for French, Italian, Spanish and Portuguese languages
and can be reached here: https://www.avira.com/en/support",2022-02-14 13:50:29,2.9,en,us
Google Play,fa4be21e-3ccb-4e65-846d-dbfb8cddacc1,Michael Tembo Snr,,So far so good. No hiccups encountered.,5,0,2022-02-06 09:34:49,,,2.9,en,us
Google Play,56283556-488f-4e79-b844-5d25aa2a48d1,Lac Minh Hien,,"Helpful, tks",5,0,2022-02-05 15:58:34,,,,en,us
Google Play,17a69a19-bc53-4255-8f91-ef82d8ebf72f,Good 3Y3,,Seamless with no issues. Works with all my pc and mobile devices. Better than anything else I've used with very few ads! Thank you so much for making this available.,5,4,2022-02-05 12:01:52,,,2.9,en,us
Google Play,45a7eda2-98d7-41a8-b07e-bc9d3f9c35ca,Noel Lackey,,Brilliant ap works 100% everytime,5,0,2022-02-04 12:30:50,,,2.9,en,us
Google Play,e291ade9-e380-4755-8b94-50572ebdc66c,LAR L,,Good Fast,5,0,2022-02-01 13:45:48,,,2.9,en,us
Google Play,63029f6b-2fcd-47fa-9fb2-46df165c4029,H F Lopez,,I'm absolutely satisfied with this product because it delivers as promised.,5,0,2022-01-24 15:29:12,,,2.9,en,us
Google Play,909c07c9-40ac-433d-92c5-4bfcdde7a1bd,krunal mehta,,Using it since two year very perfect for me,5,0,2022-01-23 14:22:51,,,2.9,en,us
Google Play,279244ae-8ae5-48a6-9905-14be1c0829db,THI VO,,Efficient and useful.,5,0,2022-01-22 12:38:18,,,,en,us
Google Play,30dfabb6-aa44-4744-87c7-f47448331f80,hg murty,,Interface looks kinda washed out. Auto fill not the best out there but does the job. No TOTP on pc? Which is a bummer,3,10,2022-01-19 15:09:48,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-01-19 15:06:44,,en,us
Google Play,5c02b57b-5c69-45bf-9c6c-422da0702645,Sonik Shah,,Data is not visible after update,4,0,2022-01-18 12:12:41,Hello Sonik. We are already investigating the actual Problem and this will be fixed during the next days via a Google Play Store update for our software. We apologize for the problems you have and thanks for your patience.,2020-06-02 10:53:25,2.9,en,us
Google Play,00d63da8-bbf2-418b-b531-952f1040ce89,J. P. O'BRIEN,,I gave THIS A rateing because It does show me how to import my Last Pass data,1,0,2022-01-17 19:32:23,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-01-18 08:23:13,2.9,en,us
Google Play,4a971ada-c5ad-476d-b573-3b13c108a883,Zaid Gamiet,,Great password manager 👍🏽,5,0,2022-01-15 04:52:39,,,2.9,en,us
Google Play,fca032a6-a2da-4e81-a636-ddcb5839d9c3,Salem “Salyoo” Regodon,,"No star, it is not functioning.",4,0,2022-01-13 12:38:20,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us",2022-01-04 13:40:28,2.9,en,us
Google Play,5c577512-fb66-4c23-a942-53f28688a1a6,Advocate Md Mahmudul Hasan,,"Good. However, two step verification (Authenticator) should be available.",5,0,2022-01-11 14:42:39,,,2.9,en,us
Google Play,770983ef-163b-4e70-88a8-2f54befea370,Farhaan Ruhangi,,Excellent,5,0,2022-01-10 22:15:02,,,2.9,en,us
Google Play,7cf02fc4-1761-40df-a68e-211231927cfa,POCH KOY,,the best free password manager love 😻,5,0,2022-01-07 13:53:20,,,2.9,en,us
Google Play,a8f40273-28cb-4588-9cc8-d1a30dc45f81,Normal Cy,,Very happy with this app,5,0,2022-01-06 19:43:40,,,2.9,en,us
